"","timestep","V2","V3","V4","V5","V6","V7","V8","V9","V10"
"58",58,0.705002875215641,0.463911525029104,0.50179211469534,0.650630011454754,0.265450264861683,0.459627329192547,0.354876615746181,0.0978196817913966,0.101540216771249
"59",59,0.701552616446233,0.457508731082654,0.501194743130227,0.64756446991404,0.265017667844523,0.453980801806889,0.351938895417156,0.100766057748969,0.101540216771249
"60",60,0.697527314548591,0.457775189283634,0.498507462686567,0.645475372279496,0.262816735415439,0.448587570621469,0.349588719153937,0.0984669811320755,0.100342075256556
"61",61,0.69235192639448,0.455180442374854,0.496420047732697,0.642611683848797,0.265017667844523,0.450592885375494,0.347238542890717,0.0966981132075472,0.0992018244013683
"62",62,0.684695051783659,0.454016298020955,0.497910447761194,0.628865979381443,0.257950530035336,0.448645598194131,0.342538190364277,0.0961084905660377,0.0986316989737742
"63",63,0.686206896551724,0.453434225844005,0.496712492528392,0.641099026903263,0.262816735415439,0.450084602368866,0.345273047563124,0.0972877358490566,0.0990888382687927
"64",64,0.68523836875359,0.447031431897555,0.502389486260454,0.644533485975959,0.259281084266352,0.449830890642616,0.342723004694836,0.0972304065998821,0.0985754985754986
"65",65,0.673563218390805,0.448195576251455,0.499402628434886,0.638809387521465,0.262816735415439,0.447828539199098,0.339390386869871,0.0959387875220718,0.0974358974358974
"66",66,0.673363949483352,0.444703143189756,0.499402628434886,0.633657698912421,0.259433962264151,0.444757609921082,0.344847775175644,0.096413874191652,0.0962962962962963
"67",67,0.668006892590465,0.444962143273151,0.496114763897191,0.641466208476518,0.261202830188679,0.446197183098592,0.338407494145199,0.0964705882352941,0.0951566951566952
"68",68,0.670689655172414,0.443214909726267,0.490442054958184,0.634383954154728,0.257665094339623,0.44169014084507,0.336454066705676,0.0950704225352113,0.0955631399317406
"69",69,0.666858127512924,0.446449359720605,0.493428912783752,0.6368843069874,0.258844339622642,0.444444444444444,0.333722969023963,0.0950146627565982,0.0950483779169038
"70",70,0.667241379310345,0.440816326530612,0.488649940262843,0.637249283667622,0.258844339622642,0.443566591422122,0.335864485981308,0.0961876832844575,0.0945330296127563
"71",71,0.66456059735784,0.437900874635569,0.491039426523298,0.634957020057307,0.259870359457867,0.440180586907449,0.336448598130841,0.0944835680751174,0.0933940774487472
"72",72,0.672601952900632,0.435897435897436,0.494328358208955,0.644902634593356,0.263561320754717,0.442188381274676,0.337236533957845,0.0951262477980035,0.0917378917378917
"73",73,0.663793103448276,0.434149184149184,0.487179487179487,0.634383954154728,0.261511216056671,0.434856175972927,0.338019917984769,0.0944835680751174,0.0928246013667426
"74",74,0.664367816091954,0.42632498543972,0.481525625744934,0.637249283667622,0.258844339622642,0.438804286520023,0.33626244874048,0.0934195064629847,0.0911161731207289
"75",75,0.667241379310345,0.430401863715783,0.485390578413834,0.633447880870561,0.259433962264151,0.435984207557812,0.331770222743259,0.0922444183313749,0.0898748577929465
"76",76,0.664556962025316,0.431818181818182,0.484179104477612,0.636519748139668,0.263406010606953,0.438804286520023,0.337052260716383,0.0940623162845385,0.0909607731665719
"77",77,0.667050028752156,0.425655976676385,0.483293556085919,0.63480251860332,0.262073027090695,0.431472081218274,0.332941867293012,0.091069330199765,0.0915813424345848
"78",78,0.651898734177215,0.422740524781341,0.485390578413834,0.640937678673528,0.261330194231901,0.431151241534989,0.333725029377203,0.091015854374633,0.0910125142207053
"79",79,0.654974123059229,0.425320886814469,0.482717520858164,0.636727688787185,0.257798705120659,0.425831923293852,0.330787309048179,0.0887713109935332,0.0904436860068259
"80",80,0.656124209315699,0.422403733955659,0.480929678188319,0.639954207212364,0.262507357268982,0.427200902934537,0.325485579752796,0.0905349794238683,0.0876494023904383
"81",81,0.660919540229885,0.422066549912434,0.480643240023824,0.641142857142857,0.261918775750441,0.429621254946297,0.326470588235294,0.0893592004703116,0.0858930602957907
"82",82,0.656896551724138,0.415645067133684,0.482717520858164,0.648972602739726,0.259281084266352,0.428813559322034,0.323546682325308,0.0893592004703116,0.09002849002849
"83",83,0.662068965517241,0.415501165501166,0.481812760882528,0.637763833428408,0.257513258691809,0.419920769666101,0.321197886083382,0.0875440658049354,0.0894077448747153
"84",84,0.651724137931034,0.417832167832168,0.487775790101372,0.646118721461187,0.258102533883323,0.419354838709677,0.322959483264827,0.0869565217391304,0.0883190883190883
"85",85,0.645809414466131,0.41656942823804,0.48688915375447,0.640205596801828,0.257513258691809,0.413363533408834,0.321575543797766,0.0857310628302995,0.0872789503707929
"86",86,0.647160068846816,0.420653442240373,0.478545887961859,0.645916619074814,0.263995285798468,0.420158550396376,0.321974148061105,0.0857814336075206,0.0878494010268112
"87",87,0.650028686173264,0.417832167832168,0.481525625744934,0.648942252715838,0.262507357268982,0.417091114883984,0.316098707403055,0.0857310628302995,0.0878494010268112
"88",88,0.654618473895582,0.417006406523005,0.48090692124105,0.656571428571429,0.262661955241461,0.416194790486976,0.316872427983539,0.0869565217391304,0.087378640776699
"89",89,0.646586345381526,0.41477603257708,0.481194029850746,0.65180102915952,0.259128386336867,0.412563667232598,0.320023487962419,0.088667058132707,0.0857142857142857
"90",90,0.652897303499713,0.407795229784759,0.481216457960644,0.650657518582047,0.263839811542992,0.414827391058291,0.31924882629108,0.0874413145539906,0.0878995433789954
"91",91,0.654044750430293,0.413372093023256,0.477949940405244,0.65008576329331,0.266038846380224,0.415393322014714,0.318075117370892,0.0881316098707403,0.0868075385494003
"92",92,0.647903503733486,0.415697674418605,0.475253428741801,0.656946826758148,0.265606595995289,0.413695529145444,0.321009389671362,0.0857814336075206,0.0862364363221017
"93",93,0.656519241815049,0.413131900058106,0.477042337507454,0.655803316180675,0.262073027090695,0.414827391058291,0.316901408450704,0.0863689776733255,0.085665334094803
"94",94,0.653096330275229,0.41046511627907,0.483005366726297,0.658662092624357,0.261792452830189,0.411531938948558,0.31650029359953,0.086318261890781,0.0857142857142857
"95",95,0.652522935779816,0.414875072632191,0.482676224611709,0.658662092624357,0.265173836181497,0.407574901074053,0.318261890780975,0.0856807511737089,0.0851915380217267
"96",96,0.647935779816514,0.414875072632191,0.485065710872162,0.65008576329331,0.26694166175604,0.405879027699265,0.311802701115678,0.085093896713615,0.0845231296402056
"97",97,0.652522935779816,0.413372093023256,0.487746563060371,0.652920962199313,0.264584560989982,0.40893665158371,0.314151497357604,0.086318261890781,0.0861872146118721
"98",98,0.658256880733945,0.413030831878999,0.491626794258373,0.656357388316151,0.264584560989982,0.409502262443439,0.310628302994715,0.0869565217391304,0.0850942318675043
"99",99,0.655014326647564,0.412107101280559,0.488622754491018,0.663230240549828,0.26163818503241,0.407470288624788,0.310223266745006,0.085143863769818,0.0850942318675043
"100",100,0.661697247706422,0.412107101280559,0.48562874251497,0.664567830566686,0.265606595995289,0.409168081494058,0.314117647058824,0.0857310628302995,0.0850942318675043
"101",101,0.654618473895582,0.415160349854227,0.485936564931179,0.658452722063037,0.264861683343143,0.408140192198982,0.307828134196586,0.0868544600938967,0.0845231296402056
"102",102,0.652323580034423,0.417249417249417,0.491921005385996,0.66189111747851,0.266038846380224,0.405542986425339,0.306242638398115,0.086115992970123,0.0844748858447489
"103",103,0.658271322266743,0.415743440233236,0.49670855774985,0.662084765177549,0.265294117647059,0.402149321266968,0.310771041789288,0.0860655737704918,0.0832857957786651
"104",104,0.655034324942792,0.413068844807468,0.494913225613405,0.663995420721236,0.265294117647059,0.407805429864253,0.301942319011183,0.0843585237258348,0.0815744438106104
"105",105,0.652173913043478,0.412827988338192,0.491626794258373,0.663615560640732,0.264273101824603,0.408602150537634,0.308009422850412,0.085480093676815,0.0798630918425556
"106",106,0.653493699885452,0.414335664335664,0.494919306634788,0.649885583524027,0.26678445229682,0.405772495755518,0.301353737492643,0.0860152135751902,0.0799086757990868
"107",107,0.648741418764302,0.410495626822157,0.493723849372385,0.659428571428571,0.265606595995289,0.402376910016978,0.303119482048264,0.0883040935672515,0.0799086757990868
"108",108,0.654836863194047,0.415743440233236,0.488622754491018,0.658857142857143,0.264428739693757,0.393322014714205,0.297997644287397,0.08708357685564,0.0794285714285714
"109",109,0.661697247706422,0.41399416909621,0.487133453022142,0.656767561393489,0.268551236749117,0.398981324278438,0.301353737492643,0.0854300760678759,0.0795194508009153
"110",110,0.658060814687321,0.410017472335469,0.48622754491018,0.659051970302684,0.263839811542992,0.393665158371041,0.305114638447972,0.0866003510825044,0.0783304745568897
"111",111,0.6592082616179,0.408958696916812,0.486518873576992,0.655625356938892,0.261484098939929,0.390492359932088,0.299587992937022,0.0866003510825044,0.0789473684210526
"112",112,0.64297994269341,0.406286379511059,0.484721390053925,0.65031374786081,0.262816735415439,0.38631221719457,0.300588235294118,0.0848946135831382,0.0749856897538638
"113",113,0.648741418764302,0.40221187427241,0.487717195925704,0.646857142857143,0.263561320754717,0.39127972819932,0.303529411764706,0.0860152135751902,0.0774082568807339
"114",114,0.646048109965636,0.411867364746946,0.487425149700599,0.635065676756139,0.263839811542992,0.386749716874292,0.298823529411765,0.0854300760678759,0.0785100286532951
"115",115,0.64379645511721,0.409540430482839,0.490713001797484,0.639428571428571,0.259411764705882,0.383352208380521,0.296884185773075,0.0830409356725146,0.0756446991404011
"116",116,0.654483152484295,0.416763678696158,0.48562874251497,0.641714285714286,0.26,0.388448471121178,0.297884841363102,0.0842105263157895,0.0767908309455587
"117",117,0.655606407322655,0.416860465116279,0.485953377166766,0.646083476272156,0.262044653349001,0.379173740803622,0.297297297297297,0.0829924021040327,0.0761741122565865
"118",118,0.65809033733562,0.413030831878999,0.489247311827957,0.645308924485126,0.259824046920821,0.379603399433428,0.299471520845567,0.083625730994152,0.0767908309455587
"119",119,0.653868194842407,0.412107101280559,0.479689366786141,0.640937678673528,0.25778038755138,0.382870107770845,0.29301233118027,0.0847953216374269,0.075028636884307
"120",120,0.652920962199313,0.407342657342657,0.481481481481481,0.634648370497427,0.256907701352146,0.381952326901249,0.292840375586854,0.0842598010532475,0.075028636884307
"121",121,0.655211912943872,0.405594405594406,0.482964734010759,0.632933104631218,0.261176470588235,0.384353741496599,0.295361127422196,0.0854300760678759,0.0715512306811677
"122",122,0.670871559633027,0.405011655011655,0.481769276748356,0.628212450028555,0.26015303119482,0.388668555240793,0.291666666666667,0.0806545879602572,0.0709382151029748
"123",123,0.668771526980482,0.404428904428904,0.482655502392345,0.621575342465753,0.262352941176471,0.385835694050991,0.283029947152085,0.0817757009345794,0.0697940503432494
"124",124,0.662456946039036,0.405830903790087,0.477272727272727,0.628995433789954,0.256470588235294,0.389455782312925,0.283196239717979,0.0810968494749125,0.0691823899371069
"125",125,0.651176133103844,0.409912536443149,0.47935368043088,0.626354820308043,0.255294117647059,0.388101983002833,0.288484136310223,0.081144191476941,0.0703259005145798
"126",126,0.659586681974742,0.411661807580175,0.478780633592349,0.62749572162008,0.252352941176471,0.384920634920635,0.290663534938344,0.081144191476941,0.0697142857142857
"127",127,0.658256880733945,0.403263403263403,0.481194029850746,0.627070245573958,0.253678634490877,0.38557637705849,0.290492957746479,0.0834305717619603,0.0691428571428571
"128",128,0.65863453815261,0.412004662004662,0.48,0.625784369652025,0.246913580246914,0.39068710959682,0.287976539589443,0.0822637106184364,0.0691033695031411
"129",129,0.657110091743119,0.406413994169096,0.478208955223881,0.628995433789954,0.248972401644157,0.388542257515598,0.294014084507042,0.0816802800466744,0.0702455739577384
"130",130,0.65978198508319,0.405484247374562,0.479976090854752,0.621359223300971,0.250293772032902,0.386840612592172,0.29518779342723,0.0822157434402332,0.0708571428571429
"131",131,0.659012629161883,0.401749271137026,0.481171548117155,0.616219303255283,0.24808935920047,0.393990929705215,0.29701230228471,0.082798833819242,0.0719178082191781
"132",132,0.662456946039036,0.402332361516035,0.477585176329946,0.619292237442922,0.251764705882353,0.394557823129252,0.294255568581477,0.0816802800466744,0.0702455739577384
"133",133,0.67834577828834,0.4049008168028,0.473998804542738,0.618368511123788,0.250883392226148,0.39194554736245,0.292325717633275,0.0816802800466744,0.0702857142857143
"134",134,0.671650373778033,0.402567094515753,0.474850299401198,0.618721461187215,0.244994110718492,0.393526405451448,0.289227166276347,0.0810968494749125,0.0714694110920526
"135",135,0.668965517241379,0.40630472854641,0.47185628742515,0.624429223744292,0.245872641509434,0.392613636363636,0.287221570926143,0.0810968494749125,0.0697940503432494
"136",136,0.678530424799082,0.403150525087515,0.47488038277512,0.621220764403879,0.240117994100295,0.395110858442297,0.284290738569754,0.0810968494749125,0.0697940503432494
"137",137,0.676993689041882,0.4,0.471044776119403,0.619726339794755,0.244837758112094,0.389078498293515,0.283118405627198,0.0805604203152364,0.0680388793596341
"138",138,0.664945496270797,0.395104895104895,0.466268656716418,0.615165336374002,0.242334905660377,0.39681637293917,0.288980070339977,0.0798368298368298,0.0697142857142857
"139",139,0.673551348250143,0.398018648018648,0.471360381861575,0.61779806046777,0.242781378903948,0.401704545454545,0.28253223915592,0.0794392523364486,0.0691428571428571
"140",140,0.676605504587156,0.39871944121071,0.467183770883055,0.61986301369863,0.24572775486152,0.397268070574843,0.288980070339977,0.081144191476941,0.0691428571428571
"141",141,0.676032110091743,0.392441860465116,0.462455303933254,0.61736150770988,0.245138479670006,0.395110858442297,0.284037558685446,0.0794392523364486,0.0679611650485437
"142",142,0.668006892590465,0.393375944218478,0.462455303933254,0.617932609937179,0.242334905660377,0.388382687927107,0.285378743394011,0.0817279626386457,0.0691033695031411
"143",143,0.674137931034483,0.393375944218478,0.466030989272944,0.612442922374429,0.243514150943396,0.389299943084804,0.287309048178613,0.0805604203152364,0.0702455739577384
"144",144,0.676825761932145,0.395470383275261,0.463051251489869,0.611744583808438,0.242781378903948,0.396924829157175,0.286553141514974,0.081144191476941,0.0696744717304398
"145",145,0.676639815880322,0.386535113174695,0.459749552772809,0.621436716077537,0.240871613663133,0.398860398860399,0.284204345273048,0.0817279626386457,0.0702455739577384
"146",146,0.686455331412104,0.391758560650029,0.462089552238806,0.616524216524217,0.240871613663133,0.400342661336379,0.282021151586369,0.0817279626386457,0.0708166761850371
"147",147,0.677029360967185,0.389791183294664,0.464880952380952,0.618803418803419,0.24014125956445,0.397831050228311,0.285965942454492,0.0828955049620549,0.0696744717304398
"148",148,0.669545192861255,0.397101449275362,0.456547619047619,0.609908883826879,0.237926972909305,0.400114155251142,0.285043988269795,0.0828955049620549,0.0702455739577384
"149",149,0.678941311852704,0.398957730167921,0.455357142857143,0.618099032441662,0.242495585638611,0.39532230462065,0.286049237983587,0.0835280373831776,0.0708571428571429
"150",150,0.676453655728267,0.395833333333333,0.455628350208457,0.613196814562002,0.247647058823529,0.394751853964632,0.286217008797654,0.081144191476941,0.072041166380789
"151",151,0.679723502304147,0.39733950260266,0.455357142857143,0.608868675383741,0.247647058823529,0.392694063926941,0.284457478005865,0.0823117338003503,0.0708976558033162
"152",152,0.679147465437788,0.393869288606131,0.453626634958383,0.607508532423208,0.251764705882353,0.387335995436395,0.286803519061584,0.0834305717619603,0.0692219679633867
"153",153,0.672036823935558,0.398265895953757,0.455463182897862,0.603988603988604,0.254855797527958,0.388255416191562,0.287221570926143,0.081537565521258,0.0697940503432494
"154",154,0.681818181818182,0.396990740740741,0.450712589073634,0.602849002849003,0.250294464075383,0.398063781321185,0.288393903868699,0.0832847990681421,0.0698340011448197
"155",155,0.673375503162737,0.396761133603239,0.453626634958383,0.595781071835804,0.249705535924617,0.392714854866249,0.28705330990041,0.0826061663757999,0.0653295128939828
"156",156,0.670310701956272,0.396182764603817,0.454221165279429,0.593500570125428,0.248823529411765,0.405236198064883,0.287221570926143,0.0796974985456661,0.067621776504298
"157",157,0.672036823935558,0.399768250289687,0.454815695600476,0.601936218678816,0.245438493231313,0.392714854866249,0.288980070339977,0.0814426992437464,0.0675830469644903
"158",158,0.678550891316849,0.403823870220162,0.451785714285714,0.605922551252847,0.249116607773852,0.395216400911162,0.290152403282532,0.0819767441860465,0.0681167716084717
"159",159,0.673575129533679,0.392236384704519,0.445238095238095,0.6,0.248377581120944,0.393853158793398,0.286635404454865,0.0813953488372093,0.0692615912993703
"160",160,0.674150834772596,0.39536231884058,0.452762923351159,0.598519362186788,0.247343565525384,0.396473265073948,0.286217008797654,0.0831395348837209,0.0675443617630223
"161",161,0.675302245250432,0.401159420289855,0.445368171021378,0.58997722095672,0.25354609929078,0.391899600684541,0.291079812206573,0.0812536273940801,0.0675057208237986
"162",162,0.66283084004603,0.393623188405797,0.444774346793349,0.591012514220705,0.247489663319551,0.402167712492869,0.289736070381232,0.0806264501160093,0.0663995420721236
"163",163,0.666858457997698,0.398609501738123,0.443256090314914,0.585893060295791,0.246308328411105,0.39532230462065,0.288980070339977,0.08,0.0662857142857143
"164",164,0.667242371905584,0.390625,0.442399049881235,0.588168373151308,0.245271867612293,0.392246294184721,0.285128805620609,0.08,0.0646083476272156
"165",165,0.679332181922855,0.393869288606131,0.448071216617211,0.591012514220705,0.242030696576151,0.395441595441595,0.282786885245902,0.0799536500579374,0.0663236134934248
"166",166,0.670120898100173,0.394569612940497,0.443916913946588,0.58451906659078,0.241440377804014,0.394077448747153,0.282366725248975,0.0812064965197216,0.0662478583666476
"167",167,0.676267281105991,0.389017341040462,0.450771055753262,0.5885031303358,0.240401653868872,0.396924829157175,0.279437609841828,0.0770567786790266,0.0633923472301542
"168",168,0.671082949308756,0.393063583815029,0.446619217081851,0.592255125284738,0.242030696576151,0.398063781321185,0.279437609841828,0.0787949015063731,0.0633561643835616
"169",169,0.673762945914845,0.397806004618938,0.443916913946588,0.582242458736483,0.242334905660377,0.402390438247012,0.281615925058548,0.0764774044032445,0.0633200228180262
"170",170,0.67834577828834,0.398960739030023,0.43646080760095,0.582574031890661,0.237028301886792,0.408651109846329,0.281030444964871,0.0771014492753623,0.0622146118721461
"171",171,0.675086107921929,0.397458116695552,0.439762611275964,0.583143507972665,0.232352941176471,0.403069926094372,0.283791691047396,0.0748259860788863,0.0621791215059897
"172",172,0.675644699140401,0.392609699769053,0.44213649851632,0.582574031890661,0.236470588235294,0.400911161731207,0.283206553540082,0.0747826086956522,0.0615735461801596
"173",173,0.680412371134021,0.392485549132948,0.435608308605341,0.576068376068376,0.232352941176471,0.396581196581197,0.280444964871194,0.0748259860788863,0.0633561643835616
"174",174,0.68043602983362,0.397109826589595,0.435014836795252,0.577777777777778,0.232941176470588,0.405466970387244,0.278429073856975,0.0754497968659315,0.0628212450028555
"175",175,0.68348623853211,0.393414211438475,0.436795252225519,0.573873359954364,0.231176470588235,0.408779931584949,0.284457478005865,0.0747826086956522,0.0617495711835334
"176",176,0.690982194141298,0.391907514450867,0.426453143534994,0.579007415858528,0.234117647058824,0.408779931584949,0.282276995305164,0.0765217391304348,0.061177815894797
"177",177,0.680643308443423,0.389948006932409,0.434499110847659,0.568415051311288,0.228101116990006,0.413911060433295,0.280093951849677,0.0770567786790266,0.0617848970251716
"178",178,0.69054441260745,0.390877598152425,0.423578199052133,0.574686431014823,0.235328638497653,0.414481185860889,0.282442748091603,0.0759420289855072,0.0623569794050343
